Customer_id,Area,Children,Education,Employment,Marital,Churn,Outage_sec_perweek,Techie,Contract,Tablet,InternetService,Multiple,TechSupport,Tenure,MonthlyCharge,Bandwidth_GB_Year
P810146,Rural,6.0,No Degree,Part Time,Separated,Yes,9.438102,No,Month-to-month,Yes,DSL,No,Yes,0.0,162.9486,1379.567
C542651,Rural,4.0,Bachelor's,Full Time,Married,Yes,10.59773,No,Month-to-month,No,DSL,Yes,Yes,8.334589,171.7214,1447.593
P290956,Urban,3.0,Some College,Full Time,Separated,No,17.08879,No,Month-to-month,Yes,DSL,Yes,No,10.30326,128.9179,1463.304
M07233,Rural,2.0,High School or GED,Full Time,Widowed,No,8.745317,No,Month-to-month,No,Fiber Optic,Yes,No,10.94068,183.5914,1326.472
M392798,Suburban,0.0,High School or GED,Part Time,Widowed,No,8.710212,Yes,Month-to-month,No,DSL,No,No,15.49592,130.4914,2116.264
T08967,Urban,2.0,Bachelor's,Full Time,Divorced,No,11.5665,No,Month-to-month,No,DSL,Yes,No,15.19686,161.559,2095.118
B440428,Suburban,3.0,Postgraduate,Full Time,Never Married,No,39.56705,No,Month-to-month,Yes,DSL,No,No,0.0,121.6259,0.0
H466889,Rural,1.0,Bachelor's,Unemployed,Divorced,Yes,4.651964,No,Month-to-month,No,DSL,Yes,Yes,8.710976,184.7749,1450.846
B607212,Rural,3.0,Bachelor's,Full Time,Never Married,No,8.746076,No,One year,No,Fiber Optic,Yes,Yes,14.17125,227.2619,1841.555
Q155887,Urban,0.0,No Degree,Full Time,Widowed,Yes,7.50405,No,Month-to-month,No,Fiber Optic,No,No,16.96026,183.5753,1796.01
S28437,Rural,4.0,No Degree,Student,Widowed,Yes,10.44883,No,Month-to-month,No,DSL,No,No,0.0,138.9671,962.2207
N132108,Urban,0.0,Bachelor's,Student,Separated,Yes,14.26634,No,Month-to-month,No,Fiber Optic,No,No,1.115115,170.0859,373.4092
Y761222,Urban,0.0,Some College,Full Time,Married,No,8.502158,No,One year,Yes,No Internet Service,Yes,No,17.31427,148.7631,1735.707
D299114,Rural,2.0,High School or GED,Retired,Married,No,16.0966,No,One year,No,No Internet Service,No,No,5.013991,130.2777,952.2686
J243604,Rural,2.0,Some College,Student,Widowed,No,8.79461,No,Two Year,No,Fiber Optic,Yes,No,3.983529,169.5216,704.9287
H752457,Suburban,1.0,Bachelor's,Full Time,Divorced,No,13.75285,Yes,Month-to-month,No,Fiber Optic,No,No,25.43027,124.7508,2198.493
M834837,Suburban,1.0,Other,Full Time,Never Married,No,11.06605,No,One year,No,Fiber Optic,No,Yes,20.21413,152.3417,1932.932
D948859,Suburban,4.0,Postgraduate,Retired,Never Married,No,9.86504,No,One year,Yes,Fiber Optic,No,No,5.911652,150.7579,769.3159
Q957429,Urban,1.0,High School or GED,Full Time,Married,No,10.94347,No,Two Year,No,DSL,No,No,1.479514,119.597,773.2253
V684670,Rural,0.0,Associate's,Full Time,Widowed,Yes,16.14476,No,Two Year,No,DSL,Yes,No,1.25577,173.2573,1083.905
A703201,Urban,1.0,Some College,Full Time,Never Married,No,8.441147,No,Two Year,No,DSL,No,Yes,15.85633,168.2171,0.0
H557601,Suburban,1.0,No Degree,Unemployed,Widowed,No,10.24334,No,Two Year,No,Fiber Optic,Yes,Yes,3.903228,181.6086,634.6695
Y401866,Urban,0.0,Some College,Full Time,Widowed,No,10.74366,No,One year,Yes,No Internet Service,Yes,Yes,14.9206,185.7469,0.0
V990367,Rural,3.0,High School or GED,Unemployed,Divorced,Yes,16.22753,Yes,Month-to-month,No,Fiber Optic,No,Yes,12.98383,184.3361,1551.901
Q675449,Rural,0.0,High School or GED,Part Time,Widowed,No,9.142912,No,One year,Yes,No Internet Service,Yes,No,15.09343,136.5717,0.0
N524138,Rural,0.0,Some College,Full Time,Separated,Yes,9.613087,No,Month-to-month,No,Fiber Optic,Yes,No,10.52332,184.5613,1251.371
V29948,Suburban,0.0,Some College,Full Time,Separated,Yes,6.305312,No,Month-to-month,No,Fiber Optic,Yes,No,0.0,190.7699,625.8895
I303339,Urban,0.0,High School or GED,Full Time,Never Married,No,9.467566,No,One year,No,Fiber Optic,No,No,7.91447,148.2614,831.3673
N527948,Suburban,3.0,Bachelor's,Unemployed,Separated,Yes,12.61258,No,One year,Yes,No Internet Service,Yes,No,14.71579,243.035,2044.703
E920434,Rural,0.0,No Degree,Full Time,Married,No,18.17557,No,Month-to-month,Yes,No Internet Service,No,No,8.462764,107.6239,783.1784
O65325,Suburban,2.0,Associate's,Full Time,Never Married,Yes,12.23747,No,One year,No,DSL,Yes,No,3.319565,175.797,1170.14
W615415,Urban,0.0,High School or GED,Part Time,Separated,Yes,14.15627,No,Month-to-month,No,Fiber Optic,No,No,4.557348,137.6659,638.0978
Z662981,Urban,0.0,Some College,Full Time,Divorced,No,34.9052,No,Month-to-month,No,Fiber Optic,No,Yes,4.839337,211.9845,833.2997
T732352,Suburban,0.0,Some College,Full Time,Never Married,Yes,12.24638,No,Month-to-month,No,Fiber Optic,Yes,No,13.48223,276.5661,1744.355
A985093,Urban,1.0,High School or GED,Full Time,Widowed,Yes,12.2452,No,Month-to-month,Yes,Fiber Optic,No,No,8.635904,171.4409,1076.283
F242347,Suburban,0.0,No Degree,Retired,Widowed,Yes,10.50246,No,Month-to-month,No,Fiber Optic,Yes,No,11.44954,266.0096,0.0
F215060,Rural,0.0,Postgraduate,Part Time,Widowed,Yes,7.162712,No,Month-to-month,No,DSL,Yes,Yes,12.51669,269.6635,2408.543
B182575,Urban,4.0,Associate's,Part Time,Separated,No,12.37519,No,Month-to-month,No,No Internet Service,No,No,6.811035,81.04362,696.269
P234841,Rural,3.0,Bachelor's,Retired,Separated,No,8.134026,No,One year,Yes,DSL,No,No,12.35438,114.3949,1653.933
M723856,Urban,0.0,No Degree,Student,Divorced,Yes,8.230698,No,Month-to-month,No,DSL,No,Yes,2.224168,213.5421,1249.968
P68647,Rural,1.0,Postgraduate,Full Time,Separated,Yes,8.486987,No,Month-to-month,Yes,No Internet Service,No,Yes,4.825693,190.942,863.4969
P562122,Urban,0.0,High School or GED,Full Time,Married,No,7.352211,No,Two Year,No,DSL,No,No,11.69113,149.2836,1722.33
L700603,Urban,1.0,Some College,Full Time,Married,No,12.0798,No,Month-to-month,No,Fiber Optic,Yes,No,20.25956,194.7626,2159.414
T20095,Suburban,0.0,Bachelor's,Full Time,Separated,No,8.353633,No,Two Year,No,No Internet Service,Yes,No,6.979037,171.2891,992.6562
W307037,Suburban,1.0,Some College,Full Time,Married,No,5.387588,No,One year,No,DSL,No,No,19.46465,155.6489,2574.581
W327847,Urban,1.0,No Degree,Part Time,Separated,Yes,16.70008,Yes,Month-to-month,No,Fiber Optic,Yes,No,0.0,265.4053,981.7181
W552343,Suburban,0.0,Postgraduate,Full Time,Married,Yes,7.679671,No,Month-to-month,No,Fiber Optic,Yes,No,20.84965,242.6056,2280.034
Q56795,Urban,3.0,Bachelor's,Full Time,Never Married,Yes,7.54735,No,Month-to-month,No,No Internet Service,Yes,Yes,3.245848,159.7718,721.314
L980608,Urban,0.0,No Degree,Full Time,Married,Yes,8.933807,Yes,Two Year,No,Fiber Optic,Yes,No,16.53338,261.1352,2120.151
L243621,Urban,0.0,Bachelor's,Full Time,Divorced,Yes,7.221512,No,Month-to-month,No,DSL,No,No,13.14021,186.4143,2006.605
V154450,Suburban,0.0,No Degree,Student,Widowed,Yes,7.03951,Yes,Month-to-month,No,DSL,Yes,No,4.736816,180.7234,1069.814
T417251,Suburban,1.0,High School or GED,Full Time,Never Married,Yes,10.14464,No,Month-to-month,Yes,DSL,Yes,No,8.839856,258.0705,1882.175
P628714,Urban,8.0,Postgraduate,Full Time,Separated,Yes,9.410212,No,One year,Yes,DSL,Yes,No,1.964781,152.6807,1072.959
H266236,Rural,0.0,No Degree,Full Time,Separated,No,2.79308,No,Two Year,No,Fiber Optic,No,No,11.37064,146.3123,0.0
T410387,Rural,1.0,High School or GED,Unemployed,Divorced,Yes,9.157735,No,Month-to-month,No,DSL,Yes,No,0.0,174.1137,1549.954
W651542,Rural,0.0,Bachelor's,Full Time,Married,No,7.836268,No,One year,No,DSL,Yes,No,14.87243,174.4207,2163.008
Y169108,Suburban,0.0,Bachelor's,Full Time,Married,Yes,7.617189,No,Month-to-month,No,DSL,Yes,No,2.558218,198.008,1449.618
D339447,Urban,2.0,No Degree,Full Time,Never Married,Yes,7.936495,No,Two Year,No,DSL,Yes,No,7.269016,219.3981,1670.89
O888437,Urban,0.0,Postgraduate,Full Time,Separated,Yes,9.201902,Yes,Month-to-month,No,Fiber Optic,Yes,No,0.0,217.5045,756.1542
N497781,Rural,5.0,Some College,Full Time,Divorced,No,12.04573,No,One year,Yes,No Internet Service,Yes,No,21.31617,223.918,2569.29
B572947,Suburban,0.0,Postgraduate,Retired,Separated,Yes,6.454869,No,Month-to-month,Yes,Fiber Optic,No,No,3.80496,206.6763,831.3553
D654440,Rural,3.0,Bachelor's,Full Time,Never Married,No,11.33451,No,One year,No,Fiber Optic,Yes,Yes,12.57306,194.0396,1614.235
C584467,Urban,0.0,Some College,Full Time,Widowed,No,7.646414,No,Month-to-month,No,Fiber Optic,No,No,11.76752,169.0837,1216.012
G351633,Rural,0.0,Some College,Full Time,Separated,Yes,6.502575,No,Month-to-month,Yes,DSL,No,No,1.690026,162.4193,1030.225
O236581,Urban,0.0,Bachelor's,Full Time,Divorced,Yes,8.900154,No,Month-to-month,Yes,DSL,Yes,No,4.91638,146.1047,1258.921
R986544,Urban,2.0,Bachelor's,Full Time,Never Married,Yes,12.30358,No,One year,No,DSL,Yes,No,9.873648,161.8182,1582.883
B961572,Suburban,0.0,Bachelor's,Full Time,Never Married,No,13.1999,No,Month-to-month,No,DSL,Yes,No,6.971251,149.3825,1390.86
A165071,Suburban,0.0,Some College,Full Time,Separated,Yes,7.91198,No,Month-to-month,No,Fiber Optic,Yes,No,2.779089,278.3634,1017.25
G364873,Suburban,1.0,High School or GED,Full Time,Married,Yes,11.79859,No,Month-to-month,No,No Internet Service,No,Yes,9.112126,141.8662,1068.365
P486988,Rural,0.0,Postgraduate,Full Time,Married,No,2.533113,No,Two Year,No,DSL,No,No,7.128376,128.2203,1185.422
H289305,Rural,0.0,Associate's,Full Time,Never Married,No,6.395522,No,Two Year,No,DSL,Yes,Yes,3.033303,137.6213,911.2595
S768162,Urban,0.0,Some College,Full Time,Never Married,No,12.10705,Yes,One year,No,Fiber Optic,No,No,3.211508,160.4598,638.2967
A270578,Rural,0.0,Bachelor's,Retired,Widowed,No,14.62555,No,Two Year,No,Fiber Optic,Yes,Yes,11.88029,170.673,1335.552
J518748,Urban,1.0,Associate's,Full Time,Widowed,Yes,10.34412,Yes,Month-to-month,No,Fiber Optic,Yes,No,9.062033,172.449,1116.289
X913575,Urban,0.0,Some College,Unemployed,Divorced,Yes,6.980809,No,Month-to-month,No,DSL,Yes,No,7.462849,164.1278,1452.309
C635072,Rural,7.0,High School or GED,Unemployed,Married,No,9.092842,No,Month-to-month,No,Fiber Optic,No,No,5.951276,111.3953,849.8471
P340852,Suburban,3.0,Bachelor's,Full Time,Never Married,No,12.90092,No,Month-to-month,No,Fiber Optic,Yes,No,17.92442,194.6846,0.0
P116447,Urban,0.0,Some College,Full Time,Never Married,No,13.25488,No,Month-to-month,Yes,Fiber Optic,No,Yes,11.36049,173.7342,1547.496
Q158204,Urban,4.0,Bachelor's,Full Time,Never Married,No,14.76838,No,One year,No,Fiber Optic,No,No,18.44164,137.7313,1760.03
P987295,Rural,0.0,High School or GED,Part Time,Separated,Yes,1.576305,No,Month-to-month,No,No Internet Service,Yes,No,6.218071,229.4451,1235.041
G267189,Urban,0.0,High School or GED,Full Time,Never Married,Yes,7.853452,No,Month-to-month,No,Fiber Optic,Yes,No,14.87149,182.9316,0.0
S312202,Rural,0.0,Some College,Full Time,Separated,No,8.418503,No,One year,No,Fiber Optic,No,No,11.94952,245.2228,1692.149
Q216789,Rural,1.0,High School or GED,Full Time,Never Married,Yes,9.899629,No,Two Year,No,DSL,No,No,5.623084,223.9969,1685.709
P650282,Rural,0.0,Postgraduate,Full Time,Widowed,Yes,10.03949,No,One year,No,No Internet Service,Yes,No,7.032789,219.612,1378.198
D262797,Suburban,1.0,High School or GED,Full Time,Separated,No,15.98152,No,One year,No,Fiber Optic,Yes,No,0.0,194.8215,2094.027
R703770,Urban,1.0,Other,Full Time,Married,No,8.609739,No,Month-to-month,No,Fiber Optic,No,No,15.15905,158.5297,1654.595
V386022,Suburban,3.0,Some College,Part Time,Separated,Yes,5.437093,Yes,One year,No,DSL,Yes,No,27.47595,254.3401,3452.422
B260496,Rural,1.0,Postgraduate,Full Time,Never Married,Yes,8.040451,No,Month-to-month,No,Fiber Optic,No,No,11.75829,247.403,1556.189
B846728,Suburban,0.0,Associate's,Full Time,Married,No,12.10581,No,Two Year,No,DSL,No,No,3.346632,92.58978,847.5444
M524407,Rural,2.0,Bachelor's,Student,Separated,Yes,13.22846,Yes,Month-to-month,No,Fiber Optic,No,Yes,10.15472,183.9138,1048.842
W471076,Suburban,0.0,Bachelor's,Full Time,Never Married,No,4.501992,No,Month-to-month,No,Fiber Optic,Yes,Yes,18.85404,207.1724,1985.001
Y33925,Rural,0.0,Some College,Full Time,Separated,No,10.99501,No,Month-to-month,No,DSL,Yes,No,4.120579,162.4582,1063.553
S322948,Rural,0.0,Postgraduate,Full Time,Married,No,13.71665,No,Two Year,No,No Internet Service,Yes,Yes,15.82734,139.0327,1552.22
J41779,Urban,0.0,High School or GED,Full Time,Widowed,Yes,8.960396,No,Month-to-month,No,Fiber Optic,Yes,No,2.54657,182.5958,0.0
M92372,Suburban,4.0,Bachelor's,Retired,Married,No,7.868907,No,One year,Yes,No Internet Service,No,No,6.623366,126.5012,871.6497
S233742,Rural,3.0,Postgraduate,Unemployed,Never Married,Yes,2.062919,No,Month-to-month,No,No Internet Service,Yes,No,0.0,160.1624,1267.767
L15627,Urban,0.0,High School or GED,Full Time,Married,No,6.813454,No,Month-to-month,No,No Internet Service,No,Yes,9.710957,140.2366,1175.08
I634139,Urban,0.0,Some College,Unemployed,Separated,Yes,4.270915,No,Month-to-month,No,DSL,No,No,11.73089,138.396,1676.477
R791095,Rural,8.0,Bachelor's,Part Time,Married,No,9.169213,No,Two Year,No,Fiber Optic,Yes,No,12.50526,202.5428,1674.101
D363707,Suburban,3.0,No Degree,Full Time,Widowed,Yes,6.247079,Yes,Month-to-month,No,No Internet Service,No,No,0.0,188.9295,1542.224
Y680403,Rural,3.0,High School or GED,Unemployed,Never Married,No,9.041651,No,One year,No,DSL,Yes,No,6.580765,148.1021,1288.737
E240722,Rural,0.0,Some College,Full Time,Never Married,No,33.89824,Yes,Month-to-month,No,Fiber Optic,No,No,11.72569,176.6898,0.0
Z713535,Suburban,1.0,High School or GED,Unemployed,Widowed,Yes,11.02828,No,Month-to-month,No,No Internet Service,Yes,No,17.25428,160.2188,1861.839
P774909,Urban,3.0,High School or GED,Student,Widowed,No,8.13827,Yes,Month-to-month,No,No Internet Service,No,Yes,4.143229,118.4637,558.638
C920444,Rural,0.0,Some College,Full Time,Married,Yes,7.452978,No,One year,No,DSL,Yes,No,6.468187,235.3089,1627.193
Y930252,Suburban,2.0,High School or GED,Full Time,Separated,No,4.843577,No,One year,No,DSL,No,No,4.827032,129.5868,1061.908
I529765,Suburban,3.0,No Degree,Full Time,Never Married,Yes,8.491125,No,Month-to-month,No,No Internet Service,Yes,No,8.032262,136.7212,975.656
O241610,Urban,0.0,Bachelor's,Part Time,Widowed,No,5.069008,No,Month-to-month,Yes,DSL,No,Yes,18.03946,142.505,2214.156
O224103,Urban,0.0,High School or GED,Full Time,Married,Yes,10.25982,No,Month-to-month,No,DSL,Yes,Yes,4.245048,174.4151,946.9601
A236354,Urban,0.0,Bachelor's,Full Time,Married,Yes,9.554055,No,One year,No,DSL,No,Yes,8.894523,214.0035,1717.407
V269390,Suburban,0.0,Associate's,Full Time,Divorced,Yes,6.429611,No,Month-to-month,Yes,DSL,Yes,No,2.847771,171.642,929.9154
T420398,Rural,1.0,Postgraduate,Unemployed,Widowed,Yes,8.032913,No,Month-to-month,Yes,Fiber Optic,Yes,No,18.61815,239.065,2064.733
V255943,Urban,1.0,Postgraduate,Full Time,Divorced,No,10.63095,No,Two Year,No,DSL,No,No,6.63265,223.1654,1761.874
O953662,Rural,3.0,High School or GED,Student,Never Married,No,41.92896,No,Two Year,Yes,DSL,No,No,4.351173,159.2135,1037.103
K549862,Rural,0.0,Bachelor's,Full Time,Never Married,No,12.52932,No,One year,Yes,DSL,Yes,No,14.61014,149.7451,1882.951
J77625,Rural,0.0,High School or GED,Full Time,Widowed,Yes,7.24777,No,Month-to-month,Yes,DSL,No,No,4.806626,142.9971,1162.614
X10747,Urban,1.0,Some College,Unemployed,Never Married,Yes,11.43888,No,Month-to-month,No,No Internet Service,Yes,Yes,22.13831,241.7215,0.0
E881508,Suburban,0.0,High School or GED,Full Time,Separated,No,14.49202,No,Month-to-month,Yes,No Internet Service,No,No,5.325642,95.57259,796.4508
E548977,Suburban,0.0,No Degree,Full Time,Widowed,No,9.556096,No,Month-to-month,No,Fiber Optic,Yes,No,10.05766,144.1662,1151.52
H553856,Suburban,0.0,Bachelor's,Part Time,Never Married,Yes,12.83187,No,One year,No,Fiber Optic,Yes,No,5.140738,238.3664,904.5619
C312446,Urban,0.0,Associate's,Full Time,Married,No,14.65451,No,Two Year,Yes,Fiber Optic,Yes,No,17.21579,181.6709,1670.944
Z980836,Urban,0.0,Bachelor's,Full Time,Divorced,No,8.541042,No,Two Year,Yes,DSL,No,No,4.984488,162.92,0.0
T844317,Rural,0.0,High School or GED,Retired,Widowed,No,5.191861,Yes,Month-to-month,No,No Internet Service,No,No,2.414,112.642,468.3649
C230057,Rural,0.0,Postgraduate,Part Time,Separated,No,39.61425,No,Month-to-month,No,Fiber Optic,No,No,24.94225,165.3256,2246.098
C910043,Suburban,2.0,Bachelor's,Full Time,Never Married,No,10.34837,No,Two Year,Yes,Fiber Optic,No,Yes,1.887597,170.5868,628.4064
I950899,Urban,0.0,Some College,Full Time,Married,No,17.81828,No,Month-to-month,No,Fiber Optic,No,No,6.592291,138.153,0.0
Z228384,Rural,0.0,High School or GED,Full Time,Widowed,Yes,6.688173,No,Month-to-month,No,No Internet Service,No,Yes,4.154665,125.893,412.7637
P854121,Urban,0.0,High School or GED,Full Time,Divorced,Yes,8.639872,No,Month-to-month,Yes,No Internet Service,Yes,No,10.42248,138.2402,1028.818
A652407,Rural,3.0,High School or GED,Full Time,Never Married,No,12.17121,No,Month-to-month,No,DSL,No,No,5.65315,104.9442,1070.919
G132105,Suburban,0.0,Bachelor's,Full Time,Divorced,No,12.11339,No,Month-to-month,No,DSL,No,No,0.0,127.6067,969.8256
X868309,Urban,4.0,Bachelor's,Retired,Married,No,9.688944,No,One year,No,Fiber Optic,No,No,10.573,126.7164,1089.663
V316726,Rural,3.0,Bachelor's,Full Time,Widowed,No,8.591281,No,Month-to-month,No,DSL,Yes,No,10.36378,128.7161,1471.541
Q816736,Suburban,0.0,Some College,Full Time,Widowed,No,5.097907,No,One year,Yes,Fiber Optic,Yes,Yes,5.814507,192.8496,795.5472
B866841,Urban,7.0,High School or GED,Full Time,Widowed,No,11.84472,No,Two Year,No,Fiber Optic,No,No,19.94322,128.4082,1973.062
R199135,Urban,2.0,High School or GED,Part Time,Married,No,9.170301,No,One year,No,Fiber Optic,No,No,12.63051,147.2796,1225.84
K426407,Rural,1.0,Some College,Full Time,Married,Yes,9.406817,No,Month-to-month,Yes,Fiber Optic,Yes,No,3.988032,181.148,758.506
D299357,Rural,1.0,No Degree,Full Time,Separated,Yes,9.79419,No,Two Year,Yes,No Internet Service,No,No,0.0,176.4947,753.8001
A176270,Rural,0.0,High School or GED,Full Time,Widowed,Yes,6.002442,Yes,Month-to-month,No,DSL,Yes,No,5.877819,140.8647,1060.698
Z598688,Rural,1.0,Postgraduate,Retired,Separated,Yes,7.752231,Yes,Month-to-month,Yes,No Internet Service,No,No,3.850863,114.97,0.0
V62176,Rural,0.0,Associate's,Full Time,Divorced,No,8.916784,No,Two Year,Yes,No Internet Service,Yes,Yes,0.0,173.4085,1751.103
F782647,Rural,2.0,No Degree,Student,Separated,Yes,11.49218,No,Month-to-month,No,Fiber Optic,No,Yes,2.026825,172.409,0.0
P998280,Rural,0.0,High School or GED,Retired,Never Married,Yes,38.0555,No,Month-to-month,No,Fiber Optic,Yes,Yes,2.735806,211.4977,537.44
P196891,Suburban,0.0,No Degree,Student,Married,No,13.01337,No,Month-to-month,Yes,DSL,No,No,0.0,91.86125,740.9935
M963240,Suburban,0.0,High School or GED,Full Time,Separated,No,5.304615,No,One year,Yes,Fiber Optic,No,No,11.25684,219.993,1386.235
X292850,Urban,3.0,Some College,Full Time,Widowed,No,10.96003,No,Month-to-month,No,DSL,No,No,10.52866,115.8889,1628.926
C551592,Rural,0.0,Postgraduate,Full Time,Separated,Yes,7.440265,No,Month-to-month,No,DSL,Yes,Yes,8.596278,183.9631,1431.488
P740173,Urban,0.0,Postgraduate,Full Time,Widowed,Yes,14.04652,No,Month-to-month,No,No Internet Service,Yes,No,4.618962,151.8146,885.8345
W828242,Urban,0.0,Postgraduate,Full Time,Divorced,Yes,7.294154,No,Month-to-month,No,DSL,Yes,No,5.606293,123.5455,1193.722
T491190,Suburban,1.0,High School or GED,Full Time,Separated,No,-1.348571,No,Month-to-month,Yes,No Internet Service,Yes,No,18.67357,147.3663,1971.643
M881363,Suburban,5.0,Bachelor's,Full Time,Divorced,Yes,9.00513,No,Month-to-month,No,No Internet Service,Yes,No,6.941165,125.2038,783.5447
S184861,Suburban,0.0,Postgraduate,Retired,Divorced,Yes,9.937274,No,Month-to-month,No,Fiber Optic,Yes,No,10.91791,181.9173,1198.334
Y147990,Urban,0.0,Bachelor's,Full Time,Never Married,No,6.92172,No,Month-to-month,Yes,DSL,Yes,No,7.33513,124.3552,1117.392
O816378,Rural,7.0,High School or GED,Student,Married,No,10.44452,No,Month-to-month,No,Fiber Optic,No,Yes,5.062073,124.8886,666.2386
T452383,Rural,3.0,Bachelor's,Full Time,Separated,No,8.62795,No,Month-to-month,No,No Internet Service,No,No,24.79814,104.844,2334.937
K71802,Urban,1.0,Associate's,Full Time,Widowed,No,14.27351,No,One year,Yes,No Internet Service,No,Yes,10.31681,117.2068,0.0
J318999,Urban,0.0,High School or GED,Full Time,Never Married,Yes,8.525868,No,One year,Yes,DSL,No,No,2.395742,129.3886,949.9088
A212257,Urban,4.0,No Degree,Retired,Never Married,No,13.86794,No,Month-to-month,No,DSL,Yes,No,13.70911,125.4792,1868.763
F768518,Urban,0.0,Postgraduate,Unemployed,Never Married,No,8.394773,No,Month-to-month,No,Fiber Optic,Yes,No,9.102322,170.001,877.6348
T227733,Suburban,4.0,High School or GED,Retired,Widowed,Yes,7.90574,No,Two Year,No,No Internet Service,Yes,No,1.60558,233.4362,949.8531
Q908465,Urban,0.0,High School or GED,Full Time,Widowed,No,15.0651,No,Month-to-month,No,No Internet Service,Yes,No,26.10713,140.4152,2616.567
Q253167,Urban,2.0,No Degree,Full Time,Married,No,13.57582,No,Two Year,Yes,Fiber Optic,No,No,8.450712,210.7175,1224.408
I685390,Suburban,3.0,Bachelor's,Retired,Separated,Yes,12.85135,No,Month-to-month,No,DSL,No,No,12.3548,221.9475,2102.143
P02180,Suburban,0.0,No Degree,Part Time,Never Married,No,17.20837,No,Month-to-month,No,Fiber Optic,No,No,4.892174,152.2417,829.1605
L460395,Urban,0.0,Associate's,Retired,Widowed,Yes,9.372039,No,Month-to-month,No,No Internet Service,No,No,2.586551,200.2466,719.7255
U936716,Rural,0.0,High School or GED,Full Time,Separated,Yes,14.74925,No,Month-to-month,No,DSL,No,No,9.175977,175.6458,1754.125
X342195,Suburban,3.0,Some College,Part Time,Widowed,No,-0.3524313,No,Two Year,No,Fiber Optic,No,No,6.311363,168.6851,874.5896
C37461,Urban,3.0,High School or GED,Unemployed,Married,Yes,3.717299,No,Month-to-month,Yes,Fiber Optic,Yes,No,7.27652,240.7567,1155.524
B47880,Rural,0.0,High School or GED,Full Time,Divorced,No,15.79123,No,Two Year,No,Fiber Optic,No,No,3.226415,169.5728,510.6596
E249601,Rural,0.0,Bachelor's,Full Time,Separated,No,13.62768,No,One year,Yes,Fiber Optic,No,Yes,0.0,181.8546,422.3998
X171579,Urban,4.0,Bachelor's,Retired,Separated,Yes,13.58714,Yes,Month-to-month,No,Fiber Optic,Yes,No,6.783568,182.7936,1001.378
H18222,Urban,4.0,No Degree,Part Time,Widowed,No,5.223616,No,Two Year,No,DSL,Yes,No,5.648594,176.2518,1564.305
I117884,Suburban,3.0,Some College,Retired,Divorced,Yes,19.88305,No,Month-to-month,Yes,DSL,Yes,No,6.184958,196.1598,1468.274
M669725,Suburban,0.0,Associate's,Student,Separated,Yes,11.30963,No,Month-to-month,No,DSL,Yes,No,23.40043,162.3283,2772.322
O08300,Urban,3.0,Some College,Full Time,Married,No,12.98755,No,One year,Yes,DSL,Yes,No,4.109741,139.4571,1027.507
R999401,Suburban,2.0,Postgraduate,Full Time,Never Married,Yes,11.05052,No,Month-to-month,No,DSL,No,Yes,3.479316,201.9822,1254.552
V968708,Suburban,1.0,High School or GED,Unemployed,Separated,Yes,13.3851,No,Month-to-month,No,No Internet Service,Yes,Yes,1.743805,256.7761,847.0257
C552632,Suburban,0.0,Some College,Student,Divorced,Yes,11.79541,No,One year,No,Fiber Optic,Yes,Yes,23.38469,265.0873,2559.878
A536604,Urban,3.0,No Degree,Full Time,Widowed,No,7.717936,Yes,Two Year,No,Fiber Optic,Yes,No,16.19111,238.5944,1954.818
N326868,Rural,0.0,High School or GED,Retired,Divorced,Yes,11.29177,No,Month-to-month,Yes,Fiber Optic,Yes,Yes,14.10279,205.0133,1570.914
W238332,Suburban,1.0,Some College,Retired,Divorced,No,2.899173,Yes,One year,No,DSL,No,No,5.102617,132.9,1109.205
J126163,Rural,2.0,Bachelor's,Full Time,Divorced,No,13.3869,No,Two Year,Yes,Fiber Optic,No,No,4.61822,169.694,567.9194
W961591,Rural,2.0,No Degree,Full Time,Married,Yes,13.26871,No,Two Year,Yes,No Internet Service,No,No,1.474087,199.5679,791.291
F113880,Rural,8.0,No Degree,Retired,Never Married,Yes,7.487181,Yes,Month-to-month,Yes,DSL,No,No,0.0,164.8026,1895.23
T297716,Urban,0.0,Postgraduate,Full Time,Divorced,Yes,4.676475,No,Month-to-month,Yes,DSL,Yes,No,2.885895,137.7891,867.4854
J907732,Urban,1.0,High School or GED,Full Time,Separated,Yes,6.959756,No,Month-to-month,Yes,Fiber Optic,No,No,19.48432,207.9323,2070.312
D48608,Suburban,0.0,Postgraduate,Unemployed,Widowed,No,8.880482,No,Two Year,No,DSL,No,No,1.203982,120.1893,0.0
E599152,Rural,0.0,Bachelor's,Part Time,Widowed,Yes,9.468496,Yes,Month-to-month,No,DSL,Yes,Yes,4.073125,268.1486,1571.964
X669555,Urban,0.0,High School or GED,Full Time,Divorced,No,10.70171,No,Month-to-month,No,Fiber Optic,No,No,4.784022,125.3372,0.0
K925596,Rural,1.0,No Degree,Full Time,Married,No,5.053088,No,Month-to-month,No,DSL,No,No,11.66425,137.0646,1581.415
C954172,Suburban,0.0,Some College,Student,Never Married,Yes,10.84322,No,Month-to-month,No,DSL,Yes,Yes,1.063338,233.2774,990.2064
L402645,Suburban,0.0,No Degree,Full Time,Never Married,Yes,8.298954,No,Month-to-month,No,DSL,Yes,Yes,1.070145,183.8585,909.8933
Z808035,Urban,2.0,Some College,Full Time,Married,Yes,12.88225,Yes,Month-to-month,No,Fiber Optic,Yes,No,9.664222,241.123,1368.692
